id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w
0,3.367235258390502,2.292493905164476,0.0,0.0,0.0,0.3577377851689166,0.9338220799822834
1,7.341524983058927,5.904396612874803,0.0,0.0,0.0,0.8944984112938662,0.44707112654783404
2,2.9963297459804643,10.443042144571702,0.0,0.0,0.0,0.9316530189930909,0.3633492152200955
3,-0.2740309782690227,13.410379411039772,0.0,0.0,0.0,0.9349621151607227,0.354747576755906
4,-4.6098466582574185,16.86148368700711,0.0,0.0,0.0,0.9459031369668113,0.3244491569974343
5,-8.685959438442556,19.382225974987566,0.0,0.0,0.0,0.9609611165779354,0.27668345166505304
6,-14.362652965744626,23.086418826492064,0.0,0.0,0.0,0.9596195839574629,0.28130100263828717
7,-16.896888379092925,19.20038999786709,0.0,0.0,0.0,-0.8470748256759897,0.5314736491172367
8,-19.34967531464068,13.952853884230402,0.0,0.0,0.0,-0.8339796767999862,0.5517951600771709
9,-21.804706131630237,7.580159078385419,0.0,0.0,0.0,-0.8128424327323159,0.5824836302848436
10,-23.192927361335705,2.5421075574460708,0.0,0.0,0.0,-0.7713784032325192,0.636376742996198
11,-17.68139038635752,0.9125541798078793,0.0,0.0,0.0,-0.10212136713850802,0.9947719469173636
12,-9.980281177919782,-0.11208709689143416,0.0,0.0,0.0,-0.06896161414503607,0.9976193140544699
13,-0.3981321630243571,-0.6698418865505383,0.0,0.0,0.0,-0.014119248510917934,0.999900318442537
14,4.293078609179717,-0.47500385732006684,0.0,0.0,0.0,0.046103337146543175,0.9989366758228232
15,3.9699143817213676,5.502559033077291,0.0,0.0,0.0,0.7507247900355368,0.6606150843161993
16,2.8098871375417174,12.627120853647083,0.0,0.0,0.0,0.7707313134043531,0.6371602957953367
