id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w
0,2.3317501754294603,-0.005120886450964843,0.18979888042269794,-6.92803274657482e-08,-2.7986162374883015e-06,-0.00012943484891033972,0.9999999916193915
1,3.1437357554475334,-0.0010423327457181751,0.18980004013512863,-9.371205749141192e-08,1.0193551620208336e-07,0.0017522700302086503,0.9999984647736826
2,4.076427902442919,0.10993572562535571,0.1898000519120374,-1.3892149005383012e-07,8.132224054928787e-08,0.39696723356389196,0.9178327818707526
3,5.264065052646284,1.3760380080442973,0.18980001992546408,-5.159576102757848e-08,4.128980413154285e-08,0.3959207303686244,0.9182846918381962
4,5.924597980618681,1.9646781027722395,0.18980003056697956,9.6374235627073e-09,7.868851887387943e-08,0.13970025034006997,0.9901938396369245
5,7.212501954865899,2.330344484537244,0.1898000397251356,-8.400419067727542e-08,8.844931392077607e-08,0.14330288119687712,0.9896788793546414
6,7.222027319518144,2.2313784123347227,0.18980116766283692,-1.278636755136189e-06,-1.1263592318377126e-06,-0.19684742596393892,0.9804341338858354
7,9.312517911338738,1.5131726454989929,0.1898000537073477,-6.519401851350128e-08,1.5951553718749725e-07,-0.17433720142188627,0.9846860109701747
8,9.112475165240696,-0.756319281686765,0.18980000794540214,-5.339200941925215e-08,8.829657109706879e-08,-0.7171153386163142,0.6969545115150619
9,7.138873760210224,-2.022011409793848,0.18979990353288703,-1.128225844085383e-07,-4.229326857437879e-07,-0.9516901637433525,0.30705998149214986
10,5.540370356878622,-3.057131752800737,0.1898000303161367,7.610218485169771e-08,8.259655961357247e-08,-0.9999973466042404,-0.0023036459072578843
11,0.5906378936740965,-0.23573003494917516,0.18979892304262883,-2.457591193552885e-06,1.0988662782531905e-06,-0.912366380916921,-0.4093746291177712
