id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w
0,-3.22062849998474,3.05141162872314,0.478175520896912,0.0244761022027054,-0.0108413562675094,0.92227181283506,0.385613930147719
1,-6.15337514877319,6.09418630599976,0.741216659545898,0.0118764706193634,-0.036099082254363,0.919035814877815,0.392337813369068
2,-8.79022884368897,4.3667573928833,0.676557898521423,-0.00473685847196893,0.00802316284351347,0.921516219329086,-0.388228117561509
3,-13.1376495361328,-0.394643157720566,0.204945474863052,-0.00293983321462721,-0.00389484258635521,0.920836890582007,-0.389917407927666
4,-16.4458084106445,-3.96022152900696,-0.0750661641359329,-0.00335936505202929,0.0152661625150815,0.923936067368081,-0.382227459098158
5,-25.665018081665,-14.1304597854614,0.108300060033798,0.0193190602894371,-0.000359746829958532,0.92479334404342,-0.379978816507348
6,-18.0805950164795,-21.726469039917,-0.0697042569518089,0.0192149862133245,-0.0142318022241587,-0.368838631664114,0.929185828123964
7,-9.19033527374268,-29.5484561920166,-0.0665262490510941,-0.00844278658716821,-0.0283076830979211,-0.338611989996323,0.940462288137946
8,0.632413923740387,-19.1762237548828,-0.115999653935432,0.0106164269673903,-0.00931120311496273,0.365689335271577,0.930629837671724
9,9.98327255249023,-8.97559642791748,0.1580560952425,0.0073791075459691,-0.0240178708984608,0.390505719532589,0.920257547612887
10,0,0,0,0,0,0.920525541080185,0.388137040617927
