id,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,rot_w,skip_flag
0,-2.91811776161194,2.78392481803894,0.39107346534729,0,0,0.924377632833759,0.38139426140449,1
1,-6.73828172683716,6.59567737579346,0.471572548151016,0,0,0.923351745690143,0.382443312068793,1
2,-11.0376205444336,1.77710258960724,0.505854725837708,0,0,0.923749932494309,-0.382580901243683,1
3,-16.092004776001,-3.87621927261353,-0.00758224260061979,0,0,0.921265643179804,-0.388835045869413,1
4,-21.6397171020508,-10.0222511291504,-0.0787352025508881,0,0,0.917706789014703,-0.395899068429344,1
5,-25.6435203552246,-14.4207353591919,0.0419719778001308,0,0,0.920183205387059,-0.391358256429591,1
6,-21.989,-17.7,0,0,0,-0.380850877574561,0.924368017078717,1
7,-19.1812000274658,-20.5130519866943,-0.186931490898132,0,0,-0.380850877574561,0.924368017078717,1
8,-13.0078907012939,-26.2941055297852,-0.238825440406799,0,0,-0.388072807400602,0.921363268272308,1
9,-8.87765502929688,-29.5198593139648,-0.0183643139898777,0,0,-0.225543962175261,0.973978025403924,1
10,-4.06467866897583,-24.5532360076904,0.267517030239105,0,0,0.394987910946651,0.918624229970151,1
11,0.952384352684021,-18.6959171295166,-0.0851659849286079,0,0,0.393891413347287,0.918856309397339,1
12,9.78282833099365,-8.94184112548828,0.15026693046093,0,0,0.414378665079737,0.909869423067925,1
13,3.49500489234924,-2.91955661773682,0.178948894143105,0,0,0.925130679913194,0.379480768489644,1
14,-0.174167692661285,0.409376084804535,0.149453371763229,0,0,0.930573794299272,0.365852928562798,1
